lon,lat,date
-120.8488889,37.0583333,2/5/2003
-110.9258333,32.2216667,2/5/2003
-72.8688889,41.2761111,2/5/2003
-77.6969444,42.3944444,2/6/2003
-122.675,45.5236111,2/6/2003
-80.1938889,25.7738889,2/6/2003
-118.3080556,34.1808333,2/6/2003
-83.4391667,39.5363889,2/6/2003
-88.3605556,37.2455556,2/7/2003
-121.4933333,38.5816667,2/7/2003
-117.1563889,32.7152778,2/7/2003
-122.2158333,47.4830556,2/7/2003
-85.1355556,41.3494444,2/7/2003
-87.4808333,37.4172222,2/7/2003
-89.6711111,38.7394444,2/8/2003
-117.1563889,32.7152778,2/8/2003
-116.5522222,48.2766667,2/8/2003
-118.3080556,34.1808333,2/8/2003
-74.3841667,40.7408333,2/8/2003
-118.4483333,34.1511111,2/9/2003
-71.3047222,42.8005556,2/9/2003
-98.4933333,29.4238889,2/9/2003
-111.7883333,33.3527778,2/9/2003
-117.6883333,33.6469444,2/9/2003
-118.5416667,34.3916667,2/9/2003
-83.4027778,42.7022222,2/9/2003
-73.5391667,41.0533333,2/9/2003
-118.0866667,45.3247222,2/9/2003
-116.1213889,45.9266667,2/9/2003
-122.8969444,47.6794444,2/10/2003
-116.1213889,45.9266667,2/10/2003
-121.1283333,44.6336111,2/10/2003
-85.4180556,29.9477778,2/10/2003
-87.3327778,41.4827778,2/11/2003
-122.3308333,47.6063889,2/11/2003
-88.0111111,41.8088889,2/11/2003
-71.0602778,42.3583333,2/11/2003
-76.0680556,38.2680556,2/11/2003
-98.2138889,44.3633333,2/12/2003
-77.7416667,40.4991667,2/12/2003
-122.3308333,47.6063889,2/12/2003
-97.2858333,40.6536111,2/12/2003
-79.975,32.8544444,2/13/2003
-122.3308333,47.6063889,2/13/2003
-87.1916667,34.6391667,2/13/2003
-139.7272222,59.5469444,2/13/2003
-81.035,34.0005556,2/13/2003
-70.5138889,44.2236111,2/13/2003
-73.2011111,40.8558333,2/13/2003
-79.1805556,35.4797222,2/14/2003
-118.3080556,34.1808333,2/14/2003
-76.6125,39.2902778,2/14/2003
-82.2861111,27.9375,2/14/2003
-80.1938889,25.7738889,2/14/2003
-122.1575,38.0494444,2/15/2003
-75.9783333,36.8527778,2/15/2003
-82.6394444,30.1894444,2/15/2003
-82.4452778,38.4191667,2/15/2003
-80.1436111,26.1219444,2/15/2003
-78.8786111,42.8863889,2/15/2003
-102.8788889,30.8938889,2/15/2003
-75.4258333,39.8263889,2/15/2003
-109.7069444,32.8338889,2/15/2003
-87.9063889,43.0388889,2/15/2003
-96.0577778,31.4636111,2/15/2003
-95.3630556,29.7630556,2/15/2003
-80.1938889,25.7738889,2/15/2003
-71.9502778,41.7880556,2/16/2003
-86.5705556,30.7619444,2/16/2003
-74.2911111,40.6763889,2/16/2003
-118.3080556,34.1808333,2/16/2003
-81.3794444,28.5380556,2/16/2003
-121.8363889,39.7286111,2/16/2003
-121.8363889,39.7286111,2/16/2003
-121.8363889,39.7286111,2/16/2003
-117.9205556,44.8397222,2/16/2003
-121.8363889,39.7286111,2/16/2003
-119.2833333,46.2858333,2/16/2003
-121.8363889,39.7286111,2/16/2003
-84.6558333,42.5091667,2/16/2003
-113.2994444,43.6366667,2/16/2003
-117.2441667,33.7069444,2/16/2003
-121.9769444,37.78,2/16/2003
-110.81,39.5994444,2/17/2003
-71.125,42.2911111,2/17/2003
-88.3727778,39.4830556,2/17/2003
-118.3080556,34.1808333,2/17/2003
-80.2308333,26.7080556,2/17/2003
-118.3080556,34.1808333,2/17/2003
-117.1563889,32.7152778,2/17/2003
-108.5,45.7833333,2/18/2003
-121.4933333,38.5816667,2/18/2003
-78.6388889,35.7719444,2/19/2003
-99.0811111,40.6994444,2/19/2003
-93.2980556,37.2152778,2/19/2003
-88.1069444,41.8661111,2/20/2003
-122.4183333,37.775,2/20/2003
-117.9244444,33.8702778,2/20/2003
-112.1852778,33.5386111,2/20/2003
-117.1563889,32.7152778,2/20/2003
-84.6266667,38.9988889,2/20/2003
-84.8408333,33.9236111,2/20/2003
-73.2030556,40.8255556,2/20/2003
-112.2975,40.5308333,2/20/2003
-112.0733333,33.4483333,2/20/2003
-121.4763889,41.9561111,2/21/2003
-123.5708333,45.0622222,2/21/2003
-117.7347222,40.9730556,2/22/2003
-77.0263889,38.9905556,2/22/2003
-117.7347222,40.9730556,2/22/2003
-81.245,33.7630556,2/22/2003
-111.8536111,34.5636111,2/22/2003
-122.675,45.5236111,2/22/2003
-89.7708333,43.6275,2/23/2003
-84.8408333,33.9236111,2/23/2003
-96.3341667,30.6277778,2/23/2003
-122.8994444,47.0380556,2/23/2003
-122.3138889,47.8211111,2/23/2003
-74.0063889,40.7141667,2/23/2003
-122.2916667,47.1855556,2/23/2003
-77.0616667,43.2377778,2/23/2003
-80.4777778,25.4683333,2/24/2003
-93.2505556,30.2419444,2/24/2003
-122.4183333,37.775,2/24/2003
-80.4777778,25.4683333,2/24/2003
-89.8075,44.4961111,2/24/2003
-114.46,42.5630556,2/24/2003
-122.2008333,47.9791667,2/25/2003
-88.6088889,44.7822222,2/25/2003
-122.6313889,47.5675,2/25/2003
-116.5444444,33.8302778,2/25/2003
-121.8047222,38.005,2/26/2003
-73.3811111,41.2008333,2/26/2003
-122.6313889,47.5675,2/26/2003
-121.8047222,38.005,2/27/2003
-71.4680556,42.7652778,2/27/2003
-81.4408333,41.24,2/27/2003
-80.2333333,26.0625,2/27/2003
-149.9002778,61.2180556,2/27/2003
-87.5855556,38.4069444,4/29/2106
-72.8325,41.7197222,2/28/2003
-82.5927778,28.9022222,2/28/2003
-71.8813889,41.7127778,3/1/2003
-123.0855556,44.0522222,3/1/2003
-113.7919444,42.5358333,3/1/2003
-73.5275,40.6686111,3/1/2003
-96.8,32.7833333,3/2/2003
-106.6505556,35.0844444,3/3/2003
-80.1302778,25.7902778,3/3/2003
-120.3091667,47.4236111,3/3/2003
-73.4144444,41.3711111,3/3/2003
-118.2541667,34.1425,3/3/2003
-81.4847222,41.1338889,3/3/2003
-93.2505556,30.2419444,3/4/2003
-112.4530556,34.7575,3/5/2003
-75.9783333,36.8527778,3/6/2003
-97.5161111,35.4675,3/6/2003
-98.8622222,29.1894444,3/6/2003
-73.3811111,41.2008333,3/6/2003
-82.9988889,39.9611111,3/7/2003
-79.86,40.3813889,3/7/2003
-76.9458333,41.3263889,3/7/2003
-77.0472222,38.8047222,3/7/2003
-92.1038889,46.7208333,3/7/2003
-83.295,36.2138889,3/7/2003
-92.2569444,38.7744444,3/7/2003
-108.55,39.0638889,3/8/2003
-90.1977778,38.6272222,3/8/2003
-104.9872222,39.6477778,3/8/2003
-81.0230556,29.2105556,3/8/2003
-105.0869444,39.8027778,3/8/2003
-70.7630556,43.0716667,3/8/2003
-80.8577778,39.6444444,3/8/2003
-122.1130556,37.3852778,3/10/2003
-113.5833333,37.1041667,3/10/2003
-83.8086111,39.7441667,3/10/2003
-117.1563889,32.7152778,3/10/2003
-82.395,39.2822222,3/10/2003
-116.6327778,33.2822222,3/10/2003
-98.7644444,38.3644444,3/10/2003
-87.0397222,30.6322222,3/10/2003
-93.9080556,33.0916667,3/10/2003
-96.6986111,33.0197222,3/10/2003
-75.2330556,43.1008333,3/11/2003
-86.5108333,40.2794444,3/11/2003
-88.0261111,42.4105556,3/11/2003
-77.6366667,38.8119444,3/11/2003
-97.5161111,35.4675,3/11/2003
-118.3258333,34.0983333,3/11/2003
-119.7713889,36.7477778,3/12/2003
-76.0766667,38.7741667,3/12/2003
-81.2422222,34.9941667,3/12/2003
-95.9925,36.1538889,3/12/2003
-70.9244444,43.1691667,3/12/2003
-77.7741667,38.8619444,3/13/2003
-85.6602778,30.1586111,3/13/2003
-122.5561111,37.9522222,3/14/2003
-80.1302778,25.7902778,3/14/2003
-71.3677778,42.5997222,3/14/2003
-111.3,47.5002778,3/14/2003
-88.1608333,41.8616667,3/14/2003
-86.8752778,40.4166667,3/14/2003
-112.0733333,33.4483333,3/14/2003
-86.8752778,40.4166667,3/14/2003
-86.7613889,40.4877778,3/14/2003
-78.3891667,40.4272222,3/14/2003
-83.6572222,43.3263889,3/14/2003
-95.935,37.0113889,3/15/2003
-74.1844444,40.345,3/15/2003
-117.9922222,33.8025,3/15/2003
-86.7844444,36.1658333,3/15/2003
-105.0869444,39.8027778,3/15/2003
-84.2425,40.1447222,3/15/2003
-115.4013889,33.7125,3/15/2003
-86.5186111,35.9827778,3/15/2003
-84.3805556,43.6727778,3/15/2003
-83.8888889,36.8663889,3/15/2003
-78.1947222,38.9180556,3/15/2003
-73.1891667,41.7472222,3/16/2003
-75.4519444,40.1855556,3/16/2003
-122.3761111,47.8108333,3/16/2003
-122.3761111,47.8108333,3/16/2003
-71.2508333,41.6022222,3/16/2003
-115.1363889,36.175,3/17/2003
-81.3794444,28.5380556,3/17/2003
-74.0063889,40.7141667,3/19/2003
-81.7230556,41.4047222,3/19/2003
-72.4138889,42.0638889,3/20/2003
-92.6661111,33.2075,3/22/2003
-72.6166667,42.2041667,3/22/2003
-82.325,29.6513889,3/22/2003
-122.2738889,46.5586111,3/23/2003
-122.2738889,46.5586111,3/23/2003
-75.6408333,42.0758333,3/23/2003
-78.8769444,34.1486111,3/26/2003
-117.3497222,33.1580556,3/26/2003
-121.8938889,37.3394444,3/26/2003
-86.2461111,45.9577778,3/27/2003
-122.2263889,47.6211111,3/27/2003
-78.1636111,39.1855556,3/27/2003
-81.6383333,41.0291667,3/27/2003
-90.1977778,38.6272222,3/28/2003
-86.1416667,30.3208333,3/28/2003
-82.9280556,43.0125,3/28/2003
-106.6505556,35.0844444,3/29/2003
-80.1133333,26.1336111,3/29/2003
-81.7247222,41.3136111,3/29/2003
-119.8127778,39.5297222,3/29/2003
-96.8,32.7833333,3/30/2003
-122.3694444,48.2413889,3/30/2003
-118.3080556,34.1808333,3/30/2003
-110.9258333,32.2216667,3/31/2003
-110.9258333,32.2216667,3/31/2003
-74.1844444,40.345,4/1/2003
-71.8638889,42.3516667,4/1/2003
-71.8813889,42.3638889,4/1/2003
-84.1936111,40.5677778,4/1/2003
-79.8138889,35.7077778,4/1/2003
-72.5722222,41.8488889,4/1/2003
-112.0733333,33.4483333,4/1/2003
-78.4013889,40.7522222,4/1/2003
-84.1936111,40.5677778,4/2/2003
-77.1891667,40.2013889,4/2/2003
-76.5208333,39.2505556,4/3/2003
-81.6558333,30.3319444,4/4/2003
-93.0097222,45.0847222,4/4/2003
-122.8658333,45.4944444,4/4/2003
-122.03,37.9780556,4/4/2003
-122.03,37.9780556,4/4/2003
-80.2708333,26.2708333,4/4/2003
-97.1427778,32.8438889,4/5/2003
-120.2772222,34.7444444,4/5/2003
-120.2772222,34.7444444,4/5/2003
-88.1208333,42.5125,4/5/2003
-124.1625,40.8022222,4/5/2003
-119.7713889,36.7477778,4/5/2003
-106.6505556,35.0844444,4/5/2003
-79.795,32.7866667,4/6/2003
-112.0733333,33.4483333,4/6/2003
-118.3955556,34.1486111,4/6/2003
-94.6266667,43.9825,4/6/2003
-122.6113889,48.5127778,4/7/2003
-86.8688889,35.925,4/7/2003
-121.9947222,42.7047222,4/8/2003
-90.6644444,42.5005556,4/8/2003
-90.6644444,42.5005556,4/8/2003
-111.9086111,33.4147222,4/8/2003
-121.6958333,47.8569444,4/8/2003
-76.5647222,39.8547222,4/9/2003
-92.2955556,44.2447222,4/9/2003
-122.7133333,38.4405556,4/9/2003
-94.9772222,29.7352778,4/10/2003
-72.9175,40.8366667,4/10/2003
-118.4902778,34.0194444,4/10/2003
-117.5655556,33.8752778,4/10/2003
-86.0688889,40.7536111,4/10/2003
-83.5994444,42.5936111,4/10/2003
-87.2169444,30.4211111,4/10/2003
-112.1008333,40.7091667,4/11/2003
-80.8433333,35.2269444,4/11/2003
-80.1366667,27.0591667,4/11/2003
-117.5655556,33.8752778,4/11/2003
-119.7713889,36.7477778,4/11/2003
-81.5097222,28.6802778,4/11/2003
-88.3258333,36.5022222,4/11/2003
-83.0680556,40.2986111,4/12/2003
-118.7619444,34.1791667,4/12/2003
-89.6994444,36.4252778,4/12/2003
-86.2483333,43.2341667,4/12/2003
-72.8927778,41.5836111,4/12/2003
-87.2169444,30.4211111,4/12/2003
-87.2169444,30.4211111,4/12/2003
-121.8936111,36.6002778,4/12/2003
-91.4983333,44.8113889,4/12/2003
-68.6458333,44.9341667,4/13/2003
-84.7130556,33.0286111,4/13/2003
-84.7130556,33.0286111,4/13/2003
-83.3191667,33.155,4/13/2003
-83.3191667,33.155,4/13/2003
-83.3191667,33.155,4/13/2003
-74.0063889,40.7141667,4/13/2003
-120.4347222,34.9530556,4/13/2003
-117.1563889,32.7152778,7/28/2106
-91.6438889,42.0083333,4/14/2003
-91.6438889,42.0083333,4/14/2003
-75.9272222,40.3355556,4/15/2003
-71.7372222,43.5911111,4/15/2003
-93.055,34.5036111,8/1/2106
-84.3305556,42.07,4/16/2003
-74.0063889,40.7141667,4/16/2003
-73.4533333,44.6994444,4/16/2003
-70.6097222,43.9716667,4/16/2003
-88.8183333,33.4502778,4/17/2003
-82.6366667,39.0519444,4/18/2003
-83.3188889,43.0513889,4/18/2003
-93.2408333,34.5113889,4/18/2003
-120.6602778,47.5963889,4/18/2003
-149.9002778,61.2180556,4/19/2003
-87.6202778,36.6811111,4/19/2003
-83.705,42.7977778,4/19/2003
-90.5769444,38.6630556,4/20/2003
-75.7166667,39.4494444,4/20/2003
-117.1563889,32.7152778,4/20/2003
-108.7419444,35.5280556,4/20/2003
-85.4941667,40.1736111,4/20/2003
-104.8313889,39.7294444,4/20/2003
-112.0733333,33.4483333,4/20/2003
-117.2802778,33.0216667,4/20/2003
-117.3952778,33.9533333,4/20/2003
-96.3341667,30.6277778,4/20/2003
-80.5797222,35.4086111,4/21/2003
-112.0733333,33.4483333,4/21/2003
-112.0733333,33.4483333,4/21/2003
-93.3488889,45.0097222,4/22/2003
-122.4869444,48.7597222,4/22/2003
-82.325,29.6513889,4/22/2003
-122.8994444,47.0380556,4/22/2003
-116.9711111,33.7475,4/23/2003
-88.3258333,36.5022222,4/23/2003
-122.4183333,37.775,4/23/2003
-116.5522222,48.2766667,4/23/2003
-84.0177778,33.6675,4/24/2003
-122.0391667,37.5297222,4/24/2003
-89.5438889,44.4563889,4/24/2003
-75.6944444,44.4488889,4/24/2003
-118.2427778,34.0522222,4/24/2003
-112.5255556,37.0475,4/25/2003
-73.5594444,40.7138889,4/25/2003
-103.4738889,43.4316667,4/25/2003
-92.6661111,33.2075,4/26/2003
-105.0161111,39.6133333,4/26/2003
-117.2502778,33.3763889,4/26/2003
-84.3880556,33.7488889,4/26/2003
-86.3586111,30.3741667,4/26/2003
-117.9177778,33.6411111,4/26/2003
-97.1077778,32.7355556,4/26/2003
-97.7427778,30.2669444,4/27/2003
-111.8219444,33.4222222,4/27/2003
-85.5669444,35.8166667,4/27/2003
-117.1563889,32.7152778,4/27/2003
-122.3138889,47.8211111,4/27/2003
-77.0013889,41.2411111,4/28/2003
-106.7530556,34.7266667,4/28/2003
-121.9055556,37.4283333,4/28/2003
-72.6530556,41.7141667,4/28/2003
-118.6375,34.1577778,4/28/2003
-118.605,34.1683333,4/28/2003
-82.3941667,34.8525,4/28/2003
-122.2008333,47.9791667,4/28/2003
-84.4744444,45.6469444,4/28/2003
-83.9208333,35.9605556,4/29/2003
-116.9763889,33.9294444,4/30/2003
-75.65,40.2452778,4/30/2003
-79.3925,35.1738889,4/30/2003
-97.0608333,27.8336111,4/30/2003
-122.3308333,47.6063889,4/30/2003
-97.3372222,37.6922222,5/1/2003
-87.9063889,43.0388889,5/1/2003
-74.285,40.5575,5/1/2003
-114.2291667,33.6638889,5/1/2003
-82.6380556,38.4783333,5/1/2003
-72.6530556,41.7141667,5/1/2003
-116.5444444,33.8302778,5/1/2003
-122.3308333,47.6063889,5/1/2003
-122.3308333,47.6063889,5/1/2003
-119.0125,48.7258333,5/1/2003
-111.6702778,32.7558333,5/1/2003
-122.3308333,47.6063889,5/2/2003
-76.1913889,40.7205556,5/3/2003
-97.2286111,32.8341667,5/3/2003
-87.6947222,41.5936111,5/3/2003
-123.0158333,48.5344444,5/3/2003
-116.5444444,33.8302778,5/3/2003
-116.5444444,33.8302778,5/3/2003
-81.9352778,40.805,5/3/2003
-87.4988889,37.3280556,5/3/2003
-75.7327778,40.8758333,5/3/2003
-81.455,39.4152778,5/3/2003
-98.7177778,31.1955556,5/4/2003
-71.4166667,42.2791667,5/4/2003
-92.0311111,35.4913889,5/4/2003
-74.9930556,40.1727778,5/4/2003
-80.125,26.2375,5/5/2003
-80.9483333,41.805,5/5/2003
-85.6591667,40.5583333,5/5/2003
-81.6558333,30.3319444,5/5/2003
-120.5047222,46.6022222,5/6/2003
-76.2752778,36.8188889,5/6/2003
-120.7975,38.7297222,5/6/2003
-119.2922222,34.2783333,5/6/2003
-122.2336111,47.3811111,5/6/2003
-81.2241667,41.2838889,5/6/2003
-84.31,39.36,5/6/2003
-90.7041667,35.8422222,5/7/2003
-96.6780556,34.7744444,5/7/2003
-80.0833333,26.3583333,5/7/2003
-118.5358333,34.2283333,5/7/2003
-93.7780556,38.3686111,5/8/2003
-90.075,29.9544444,5/8/2003
-122.4183333,37.775,5/9/2003
-72.5902778,42.1013889,9/18/2106
-87.9769444,43.7486111,5/10/2003
-81.6955556,41.4994444,5/10/2003
-122.2008333,47.9791667,5/10/2003
-119.8266667,34.4358333,5/11/2003
-117.7066667,33.5225,5/11/2003
-93.7377778,36.4011111,5/11/2003
-85.7594444,38.2541667,5/11/2003
-87.7227778,42.0722222,5/11/2003
-89.7372222,41.3583333,9/22/2106
-77.4755556,38.7508333,5/12/2003
-118.4488889,34.2247222,5/12/2003
-117.9136111,33.8352778,5/13/2003
-97.6786111,30.5080556,5/13/2003
-94.3569444,33.9383333,5/14/2003
-90.0488889,35.1494444,5/14/2003
-106.4863889,31.7586111,5/14/2003
-78.9183333,39.3375,5/15/2003
-94.7402778,32.5005556,5/15/2003
-122.3694444,48.2413889,5/15/2003
-81.9497222,26.5625,5/15/2003
-111.7386111,33.0766667,5/15/2003
-74.0780556,40.7280556,5/15/2003
-98.3166667,36.1161111,5/15/2003
-95.8608333,41.2619444,5/15/2003
-118.4902778,34.0194444,5/15/2003
-119.2922222,34.2783333,5/15/2003
-119.2922222,34.2783333,5/15/2003
-87.6575,44.0886111,5/15/2003
-81.7066667,30.1658333,5/15/2003
-86.6188889,30.4055556,5/15/2003
-97.4641667,31.0558333,5/16/2003
-86.5108333,40.2794444,5/16/2003
-86.8672222,40.6027778,5/16/2003
-117.6022222,33.6408333,5/16/2003
-97.6786111,30.5080556,5/16/2003
-93.2775,44.7677778,5/17/2003
-74.8877778,39.7697222,5/17/2003
-71.8547222,42.7480556,5/17/2003
-97.6786111,30.5080556,5/17/2003
-95.3630556,29.7630556,5/17/2003
-71.1527778,42.4791667,5/18/2003
-112.0733333,33.4483333,5/18/2003
-75.5983333,39.7391667,5/18/2003
-115.1363889,36.175,5/18/2003
-119.7713889,36.7477778,5/19/2003
-90.1422222,29.9058333,5/19/2003
-122.2966667,37.8869444,5/19/2003
-112.3325,33.6305556,5/19/2003
-111.8902778,40.7608333,5/20/2003
-80.0055556,35.9555556,5/20/2003
-110.9258333,32.2216667,5/20/2003
-74.0063889,40.7141667,5/20/2003
-88.6,37.0833333,5/20/2003
-122.1952778,39.7475,5/21/2003
-111.9086111,33.4147222,5/21/2003
-81.3083333,28.6986111,5/21/2003
-107.7825,39.5347222,5/21/2003
-122.1233333,37.6811111,5/21/2003
-88.6647222,44.1986111,5/21/2003
-97.3372222,37.6922222,5/22/2003
-74.2769444,40.9252778,5/22/2003
-89.8072222,38.6038889,5/22/2003
-116.1213889,45.9266667,5/22/2003
-119.5525,47.3177778,5/22/2003
-118.2111111,33.9547222,5/23/2003
-93.8158333,42.4694444,5/23/2003
-93.8158333,42.4694444,5/23/2003
-122.0797222,37.6688889,5/23/2003
-117.1563889,32.7152778,5/23/2003
-109.6833333,48.55,5/23/2003
-109.5280556,40.4555556,5/24/2003
-105.0161111,39.6133333,5/24/2003
-118.4244444,35.7547222,5/25/2003
-111.3244444,34.2308333,5/25/2003
-117.66,33.6863889,5/26/2003
-121.8938889,37.3394444,5/26/2003
-98.4933333,29.4238889,5/26/2003
-81.8725,26.6402778,5/26/2003
-94.5130556,37.0841667,5/27/2003
-121.9875,37.5483333,5/27/2003
-117.2502778,33.3763889,5/27/2003
-112.0733333,33.4483333,5/27/2003
-122.2008333,47.9791667,5/27/2003
-87.7827778,42.7261111,5/27/2003
-84.7477778,33.7513889,5/28/2003
-116.2025,43.6136111,5/28/2003
-71.1833333,42.3708333,5/29/2003
-74.0063889,40.7141667,5/29/2003
-98.4933333,29.4238889,5/29/2003
-81.6858333,33.4213889,5/29/2003
-97.6786111,30.5080556,5/29/2003
-105.0838889,40.5852778,5/29/2003
-93.5305556,44.8622222,5/30/2003
-117.0855556,33.1191667,5/30/2003
-121.9875,37.5483333,5/30/2003
-95.7422222,41.0469444,5/30/2003
-93.6088889,41.6005556,5/30/2003
-122.7083333,42.1947222,5/31/2003
-112.0733333,33.4483333,5/31/2003
-78.8869444,33.6888889,5/31/2003
-82.8416667,41.2736111,5/31/2003
-124.0372222,41.5266667,6/1/2003
-86.7844444,36.1658333,6/1/2003
-73.3583333,41.1413889,6/1/2003
-86.8469444,34.9919444,6/1/2003
-81.6222222,32.1358333,6/1/2003
-73.7775,40.7683333,6/1/2003
-86.8436111,34.1747222,6/1/2003
-86.8436111,34.1747222,6/1/2003
-86.8436111,34.1747222,6/1/2003
-77.0844444,38.8902778,6/1/2003
-87.2775,33.8311111,6/1/2003
-81.795,26.1416667,6/1/2003
-79.9588889,40.5594444,6/2/2003
-81.9227778,39.0875,6/2/2003
-81.9227778,39.0875,6/2/2003
-80.1938889,25.7738889,6/2/2003
-99.3594444,35.1597222,6/3/2003
-119.5822222,48.3613889,6/3/2003
-108.55,39.0638889,6/3/2003
-93.4430556,31.9877778,6/4/2003
-112.1008333,40.7091667,6/4/2003
-82.4586111,27.9472222,6/4/2003
-114.6236111,32.7252778,6/4/2003
-76.3058333,40.0377778,6/4/2003
-122.8658333,45.4944444,6/4/2003
-86.5861111,34.7302778,6/4/2003
-112.0733333,33.4483333,6/4/2003
-83.415,36.0152778,6/5/2003
-74.0063889,40.7141667,6/5/2003
-86.8466667,34.9919444,6/5/2003
-114.9811111,36.0397222,6/5/2003
-85.265,41.4413889,6/5/2003
-112.0252778,41.1108333,6/5/2003
-81.3933333,30.2944444,6/6/2003
-121.9697222,47.8555556,6/6/2003
-77.0472222,38.8047222,6/6/2003
-96.8,32.7833333,6/6/2003
-72.5819444,40.9494444,6/6/2003
-82.8591667,40.2425,6/6/2003
-89.4011111,43.0730556,6/6/2003
-81.8638889,41.1383333,6/6/2003
-118.3525,34.1388889,6/7/2003
-122.6694444,45.4208333,6/7/2003
-122.2697222,37.8044444,6/7/2003
-86.9830556,35.4794444,6/7/2003
-74.9102778,40.6366667,6/8/2003
-74.8961111,40.6669444,6/8/2003
-122.1622222,47.7544444,6/8/2003
-92.7113889,38.0380556,6/8/2003
-104.9841667,39.7391667,6/8/2003
-119.2922222,34.2783333,6/8/2003
-86.5819444,36.0155556,6/8/2003
-122.2008333,47.9791667,6/8/2003
-71.4552778,42.9955556,6/8/2003
-121.7113889,37.9975,6/8/2003
-94.3480556,35.4366667,6/8/2003
-94.5783333,39.0997222,6/8/2003
-101.7191667,41.1280556,6/9/2003
-121.6597222,40.8825,6/9/2003
-95.9805556,36.7472222,6/9/2003
-81.9497222,26.5625,6/9/2003
-94.7333333,38.9536111,6/9/2003
-112.3488889,33.4355556,6/9/2003
-85.2327778,35.1405556,6/9/2003
-98.4933333,29.4238889,6/9/2003
-122.2916667,47.1855556,6/9/2003
-112.0733333,33.4483333,6/9/2003
-87.65,41.85,6/10/2003
-84.3241667,34.8638889,6/10/2003
-89.6436111,39.8016667,6/10/2003
-74.7433333,40.2169444,6/10/2003
-118.1330556,33.8536111,6/11/2003
-122.5122222,37.5275,6/11/2003
-87.9288889,41.8327778,6/12/2003
-81.6602778,38.6763889,6/12/2003
-119.0366667,34.2163889,6/12/2003
-106.6505556,35.0844444,6/12/2003
-117.5922222,34.1063889,6/12/2003
-82.6033333,38.1141667,6/12/2003
-86.8025,33.5205556,6/13/2003
-116.1591667,34.7211111,6/13/2003
-119.1761111,34.1975,6/13/2003
-95.6347222,29.6194444,6/13/2003
-117.0219444,34.8986111,6/13/2003
-117.0219444,34.8986111,6/13/2003
-80.0055556,35.9555556,6/13/2003
-86.885,36.5091667,6/13/2003
-82.7875,27.9091667,6/13/2003
-81.0230556,29.2105556,6/13/2003
-73.1972222,42.8780556,6/14/2003
-77.945,34.2255556,6/14/2003
-123.0233333,43.9180556,6/15/2003
-73.4544444,41.3947222,6/15/2003
-86.0886111,35.4816667,6/15/2003
-121.8936111,36.6002778,6/15/2003
-89.5361111,32.7325,6/15/2003
-71.1527778,42.4791667,6/15/2003
-86.0886111,35.4816667,6/15/2003
-75.9783333,36.8527778,6/15/2003
-75.9783333,36.8527778,6/15/2003
-86.0886111,35.4816667,6/15/2003
-102.9775,41.1427778,6/15/2003
-96.8480556,32.3863889,6/15/2003
-93.2172222,30.2263889,6/15/2003
-120.2919444,47.4158333,6/15/2003
-98.5502778,36.1333333,6/15/2003
-104.7086111,40.4233333,6/16/2003
-84.5755556,30.9036111,6/16/2003
-118.2913889,33.7358333,6/17/2003
-76.5030556,39.0319444,6/17/2003
-107.9547222,44.0169444,6/17/2003
-122.675,45.5236111,6/18/2003
-117.9136111,33.8352778,6/18/2003
-83.15,42.2141667,6/18/2003
-73.2641667,41.1411111,6/18/2003
-120.6713889,35.1552778,6/18/2003
-117.8522222,33.7877778,6/19/2003
-77.3413889,38.9686111,6/19/2003
-80.8655556,41.6047222,6/19/2003
-71.4383333,42.5791667,6/19/2003
-94.885,30.0463889,6/19/2003
-87.4547222,41.6391667,6/19/2003
-75.7483333,43.3344444,6/19/2003
-85.265,41.4413889,6/19/2003
-71.3744444,42.865,6/20/2003
-85.0005556,41.9402778,6/20/2003
-119.8127778,39.5297222,6/20/2003
-90.515,41.5066667,6/20/2003
-93.1694444,38.1366667,6/20/2003
-87.65,41.85,6/20/2003
-86.755,37.9,6/20/2003
-84.7477778,33.7513889,6/21/2003
-87.0641667,41.6105556,6/21/2003
-106.3736111,39.6402778,6/21/2003
-82.6930556,35.5363889,6/21/2003
-93.6088889,41.6005556,6/21/2003
-100.6377778,35.6913889,6/21/2003
-95.9375,41.2586111,6/22/2003
-103.3172222,33.2569444,6/22/2003
-118.2427778,34.0522222,6/22/2003
-111.8219444,33.4222222,6/22/2003
-85.4669444,37.8091667,6/22/2003
-78.1244444,35.5961111,6/22/2003
-76.6125,39.2902778,6/22/2003
-112.3405556,33.6619444,6/22/2003
-89.1275,43.6955556,6/22/2003
-85.6602778,30.1586111,6/23/2003
-116.2025,43.6136111,6/23/2003
-122.635,47.5405556,6/23/2003
-119.1741667,46.8261111,6/24/2003
-114.0522222,35.1894444,6/24/2003
-82.9988889,39.9611111,6/24/2003
-112.4677778,34.54,6/24/2003
-79.0480556,33.8358333,6/24/2003
-163.6763889,64.895,6/25/2003
-88.7469444,37.3908333,6/25/2003
-123.4294444,48.1183333,6/25/2003
-110.81,39.5994444,6/25/2003
-117.7066667,33.5225,6/25/2003
-122.2977778,38.0044444,6/25/2003
-74.7180556,39.1011111,6/26/2003
-122.4608333,37.7058333,6/26/2003
-74.9372222,40.2291667,6/26/2003
-116.9616667,32.7947222,6/26/2003
-119.7819444,36.3008333,6/26/2003
-122.3308333,47.6063889,6/27/2003
-113.5833333,37.1041667,6/27/2003
-106.6505556,35.0844444,6/28/2003
